0,1,2,credits,imdbId,movieId,overview,popularity,production_countries,release_date,tmdbId,vote_average
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,Vittorio De Sica,,,"In his first collaboration with renowned screenwriter and longtime partner Cesare Zavattini, Vittorio De Sica examines the cataclysmic consequences of adult folly on an innocent child. Heralding the pair’s subsequent work on some of the masterpieces of Italian neorealism, The Children Are Watching Us is a vivid, deeply humane portrait of a family’s disintegration.",1.985,Italy,1944-10-27,,7.4
1157,"Symphonie pastorale, La (1946)",Drama,Jean Delannoy,39004.0,1157.0,"A minister falls in love with a blind young woman he sheltered, but so does his son.",1.591,France,1946-09-26,117500.0,6.9
1158,Here Comes Cookie (1935),Comedy,Norman Z. McLeod,26465.0,1158.0,"A scatterbrained heiress opens her home to a succession of unemployed actors and vaudeville performers, then decides to produce her own show, much to the consternation of her father, her sister and her sister's boyfriend, who is actually after the young girl's money.",0.6,,1935-09-10,218713.0,8.0
1159,Love in Bloom (1935),Romance,Elliott Nugent,26656.0,1159.0,A young girl runs away from her carnival family to make it in New York and becomes involved with a young songwriter.,0.841,United States of America,1935-04-20,217802.0,0.0
1160,Six of a Kind (1934),Comedy,Leo McCarey,25799.0,1160.0,"The Whinneys share expenses for their trip to Hollywood with George and Gracie and their great Dane. A clerk in Whinney's bank has put fifty thousand dollars in a suitcase, hoping to rob Whinney on the road, but instead Whinney takes another road and is himself arrested in Nevada.",0.6,United States of America,1934-02-09,127973.0,7.0
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,Volker Schlöndorff,78875.0,1161.0,"Oskar is born in Germany in 1924 with an advanced intellect. Repulsed by the hypocrisy of adults and the irresponsibility of society, he refuses to grow older after his third birthday.",9.459,Germany,1979-05-02,659.0,7.0
1162,"Ruling Class, The (1972)",Comedy,Peter Medak,69198.0,1162.0,"When the Earl of Gurney dies in a cross-dressing accident, his schizophrenic son, Jack, inherits the Gurney estate. Jack is not the average nobleman; he sings and dances across the estate and thinks he is Jesus reincarnated. Believing that Jack is mentally unfit to own the estate, the Gurney family plots to steal Jack's inheritance. As their outrageous schemes fail, the family strives to cure Jack of his bizarre behavior, with disastrous results.",2.56,United Kingdom,1972-09-13,30892.0,6.9
1163,Mina Tannenbaum (1994),Drama,Martine Dugowson,110521.0,1163.0,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,0.905,France,1994-03-02,86369.0,6.1
1164,Two or Three Things I Know About Her (1966),Drama,Anatole Dauman,,,"As the city of Paris and the French people grow in consumer culture, a housewife living in a high-rise apartment with her husband and two children takes to prostitution to help pay the bills.",3.402,France,1967-03-17,,6.7
1165,"Bloody Child, The (1996)",Drama|Thriller,Nina Menkes,115715.0,1165.0,"This film was inspired by a real event—a young US Marine, recently back from the Gulf War, was found digging a grave for his murdered wife in the middle of the California Mojave.",0.621,,1996-10-26,124676.0,5.0
1166,Farmer & Chase (1995),Comedy,,,,A career thief forms a partnership with his reluctant son.,,,,,
1167,Dear God (1996),Comedy,Garry Marshall,116059.0,1167.0,"When letters written to God start getting results, and replies, people everywhere are amazed. The Post Office however is annoyed.",2.3480000000000003,United States of America,1996-11-01,38554.0,5.0
1168,Bad Moon (1996),Horror,Eric Red,115610.0,1168.0,"One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse.",5.785,United States of America,1996-11-01,49763.0,5.9
1169,American Dream (1990),Documentary,Barbara Kopple,99028.0,1169.0,"Chronicles the six-month strike at Hormel in Austin, Minnesota, in 1985-86. The local union, P-9 of the Food and Commercial Workers, overwhelmingly rejects a contract offer with a $2/hour wage cut. They strike and hire a New York consultant to manage a national media campaign against Hormel. Despite support from P-9's rank and file, FCWU's international disagrees with the strategy. In addition to union-company tension, there's union-union in-fighting. Hormel holds firm; scabs, replacement workers, brothers on opposite sides, a union coup d'état, and a new contract materialize. The film asks, was it worth it, or was the strike a long-term disaster for organized labor?",0.6,United Kingdom,1990-10-06,41326.0,6.3
1170,Best of the Best 3: No Turning Back (1995),Action,Phillip Rhee,112483.0,1170.0,"Tommy Lee (Phillip Rhee) comes to visit his sister and finds that the town is being overrun with members of the Arian brotherhood. These Arian brothers certainly weren't expecting a Taekwondo expert to show up. Tommy and his sister's husband played by Christopher Mcdonald team up to stop the racism. whats better than watching neo-nazis get the crap kicked out of them? when the person kicking the crap out of them is dressed like homie the killer clown, complete with big red shoes and a foam nose. and thats just ONE of the MANY many many many many many cinematic jewels contained within this action packed blessing to the silver screen.this is the best worst martial arts film since sonny chiba's street fighter! you don't believe me? see for yourself namby-pants and check out the best of the best 3. now!!!",3.265,United States of America,1995-05-17,36555.0,5.7
1171,Bob Roberts (1992),Comedy,Tim Robbins,103850.0,1171.0,"Mock documentary about an upstart candidate for the U.S. Senate written and directed by actor Tim Robbins. Bob Roberts is a folksinger with a difference: He offers tunes that protest welfare chiselers, liberal whining, and the like. As the filmmakers follow his campaign, Robbins gives needle-sharp insight into the way candidates manipulate the media.",4.985,United Kingdom,1992-09-04,10608.0,6.5
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,Giuseppe Tornatore,,,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",9.33,Italy,1988-11-17,,8.4
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,Kees Kasander,97108.0,1173.0,The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husband's restaurant.,6.964,United Kingdom,1989-09-10,7452.0,7.5
1174,Grosse Fatigue (1994),Comedy,Michel Blanc,,,"Stressed and overworked, famous French movie star Michel Blanc (Michel Blanc) is beginning to wear down, physically and mentally, from the pressure and demands of fame. Already in a fragile state of mind, strange events start to transpire all around him, and he gradually loses his grip. Taking the advice of a psychiatrist, Blanc retreats to the countryside with his friend, Carole Bouquet (Carole Bouquet), but Blanc still has not managed to escape all of his problems.",2.345,France,1994-05-18,,6.0
1175,Delicatessen (1991),Comedy|Sci-Fi,Jean-Pierre Jeunet,101700.0,1175.0,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,6.457999999999998,France,1991-04-17,892.0,7.4
1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama,Krzysztof Kieślowski,,,"Véronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Véronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",8.097,France,1991-05-15,,7.7
1177,Enchanted April (1991),Drama,Mike Newell,,,"Based on Elizabeth Von Arnim's novel, four Englishwomen rent an Italian villa on holiday.",2.765,United Kingdom,1991-11-06,,7.0
1178,Paths of Glory (1957),Drama|War,Stanley Kubrick,50825.0,1178.0,"During World War I, commanding officer General Broulard orders his subordinate, General Mireau, to attack a German trench position, offering a promotion as an incentive. Though the mission is foolhardy to the point of suicide, Mireau commands his own subordinate, Colonel Dax, to plan the attack. When it ends in disaster, General Mireau demands the court-martial of three random soldiers in order to save face.",10.903,United States of America,1957-09-18,975.0,8.3
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,Stephen Frears,99703.0,1179.0,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.",6.805,United States of America,1990-10-10,18129.0,6.6
1180,Hear My Song (1991),Comedy,Peter Chelsom,102014.0,1180.0,"Singer Josef Locke fled to Ireland 25 years ago to escape the clutches of the tax man and police Chief Jim Abbott. What he also left behind was the love of his life Cathleen Doyle. Now, Micky O’Neill is desperate to save both his ailing Liverpool nightclub ‘Heartly’s’ and his failing relationship with the beautiful Nancy, Cathleen’s daughter. The solution? Book the infamous Josef Locke.",1.626,,1991-12-27,54405.0,5.6
